Candidate,Party,Country,extra info,source_file,source_sheet,source_row
Kosma Złotowski,Law and Justice,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,281
Maciej Wąsik,Law and Justice,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,282
Małgorzata Gosiewska,Law and Justice,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,283
Mariusz Kamiński,Law and Justice,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,284
Marlena Maląg,Law and Justice,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,285
Michał Dworczyk,Law and Justice,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,286
Patryk Jaki,Law and Justice,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,287
Piotr Müller,Law and Justice,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,288
Tobiasz Bocheński,Law and Justice,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,289
Waldemar Buda,Law and Justice,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,290
Joanna Scheuring-Wielgus,The Left,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,291
Krzysztof Śmiszek,The Left,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,292
Robert Biedroń,The Left,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,293
Adam Jarubas,Third Way,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,294
Krzysztof Hetman,Third Way,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,295
Michał Kobosko,Third Way,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,296
Marta Temido,Socialist Party,Portugal,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,297
Francisco Assis,Socialist Party,Portugal,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,298
Ana Catarina Mendes,Socialist Party,Portugal,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,299
Bruno Gonçalves,Socialist Party,Portugal,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,300
André Rodrigues,Socialist Party,Portugal,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,301
Carla Tavares,Socialist Party,Portugal,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,302
Isilda Gomes,Socialist Party,Portugal,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,303
Sérgio Gonçalves,Socialist Party,Portugal,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,304
Sebastião Bugalho,AD – Democratic Alliance,Portugal,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,305
Paulo Cunha,AD – Democratic Alliance,Portugal,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,306
Ana Miguel Pedro,AD – Democratic Alliance,Portugal,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,307
Hélder Sousa Silva,AD – Democratic Alliance,Portugal,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,308
Lídia Pereira,AD – Democratic Alliance,Portugal,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,309
Sérgio Humberto,AD – Democratic Alliance,Portugal,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,310
Paulo Nascimento Cabral,AD – Democratic Alliance,Portugal,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,311
António Tânger Corrêa,Chega ,Portugal,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,312
Tiago Moreira de Sá,Chega ,Portugal,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,313
João Cotrim de Figueiredo,Liberal Initiative,Portugal,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,314
Ana Martins,Liberal Initiative,Portugal,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,315
Catarina Martins,Left Bloc,Portugal,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,316
João Oliveira,Unitary Democratic Coalition,Portugal,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,317
Dolors Montserrat,People's Party,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,318
Carmen Crespo,People's Party,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,319
Alma Ezcurra,People's Party,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,320
Esteban González Pons,People's Party,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,321
Fernando Navarrete,People's Party,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,322
Javier Zarzalejos,People's Party,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,323
Rosa Estaràs,People's Party,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,324
Francisco Millán Mon,People's Party,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,325
Pilar del Castillo,People's Party,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,326
Adrián Vázquez Lázara,People's Party,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,327
Gabriel Mato,People's Party,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,328
Raúl de la Hoz Quintano,People's Party,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,329
Esther Herranz García,People's Party,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,330
Juan Ignacio Zoido,People's Party,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,331
Susana Solís Pérez,People's Party,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,332
Pablo Arias Echeverría,People's Party,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,333
Antonio López-Istúriz,People's Party,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,334
Isabel Benjumea,People's Party,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,335
Borja Giménez Larraz,People's Party,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,336
Elena Nevado,People's Party,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,337
Nicolás Pascual de la Parte,People's Party,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,338
Maravillas Abadía Jover,People's Party,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,339
Iratxe García,Spanish Socialist Workers' Party,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,340
Javi López Fernández,Spanish Socialist Workers' Party,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,341
Hana Jalloul,Spanish Socialist Workers' Party,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,342
Javier Moreno,Spanish Socialist Workers' Party,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,343
Lina Gálvez,Spanish Socialist Workers' Party,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,344
Jonás Fernández,Spanish Socialist Workers' Party,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,345
Leire Pajín,Spanish Socialist Workers' Party,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,346
César Luena,Spanish Socialist Workers' Party,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,347
Idoia Mendia,Spanish Socialist Workers' Party,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,348
Nicolás González Casares,Spanish Socialist Workers' Party,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,349
Cristina Maestre,Spanish Socialist Workers' Party,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,350
Juan Fernando López,Spanish Socialist Workers' Party,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,351
Sandra Gómez,Spanish Socialist Workers' Party,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,352
Nacho Sánchez Amor,Spanish Socialist Workers' Party,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,353
Laura Ballarin,Spanish Socialist Workers' Party,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,354
Marcos Ros,Spanish Socialist Workers' Party,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,355
Rosa Serrano Sierra,Spanish Socialist Workers' Party,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,356
Elena Sancho,Spanish Socialist Workers' Party,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,357
José Cepeda,Spanish Socialist Workers' Party,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,358
Alicia Homs Ginel,Spanish Socialist Workers' Party,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,359
Jorge Buxadé,Vox,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,360
Hermann Tertsch,Vox,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,361
Juan Carlos Girauta,Vox,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,362
Mireia Borrás,Vox,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,363
Margarita de la Pisa Carrión,Vox,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,364
Jorge Martín Frías,Vox,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,365
Diana Riba,Republics Now,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,366
Pernando Barrena,Republics Now,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,367
Ana Miranda Paz,Republics Now,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,368
Estrella Galán,Sumar,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,369
Jaume Asens[es],Sumar,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,370
Vicent Marzà,Sumar,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,371
Alvise Pérez,Se Acabó La Fiesta,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,372
Diego Solier,Se Acabó La Fiesta,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,373
Nora Junco,Se Acabó La Fiesta,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,374
Irene Montero,We Can,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,375
Isabel Serra,We Can,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,376
Toni Comín,Together for Catalonia,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,377
Oihane Agirregoitia,Coalition for a Solidary Europe,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,378
Heléne Fritzon,Swedish Social Democratic Workers' Party,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,379
Johan Danielsson,Swedish Social Democratic Workers' Party,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,380
Evin Incir,Swedish Social Democratic Workers' Party,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,381
Adnan Dibrani,Swedish Social Democratic Workers' Party,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,382
Sofie Eriksson,Swedish Social Democratic Workers' Party,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,383
Tomas Tobé,Moderate Party,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,384
Jessica Polfjärd,Moderate Party,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,385
Jörgen Warborn,Moderate Party,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,386
Arba Kokalari,Moderate Party,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,387
Alice Bah Kuhnke, Green Party ,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,388
Pär Holmgren, Green Party ,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,389
Isabella Lövin, Green Party ,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,390
Charlie Weimers, Sweden Democrats ,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,391
Beatrice Timgren, Sweden Democrats ,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,392
Dick Erixon, Sweden Democrats ,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,393
Jonas Sjöstedt, Left Party,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,394
Hanna Gedin, Left Party,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,395
Emma Wiesner, Centre Party,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,396
Abir Al-Sahlani, Centre Party,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,397
Alice Teodorescu Måwe,Christian Democrats,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,398
Karin Karlsbro,The Liberals,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,399
André Ventura,Chega,Portugal,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,400
Keir Starmer,Labour Party,United Kingdom,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,401
Marine Le Pen,National Rally,France,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,402
Sanna Marin,Social Democratic Party of Finland,Finland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,403
Yair Lapid,Yesh Atid,Israel,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,404
Andrzej Duda,Law and Justice,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,405
Karl Nehammer,Austrian People's Party,Austria,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,406
Nikolai Denkov,We Continue the Change,Bulgaria,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,407
Nikos Christodoulides,Independent,Cyprus,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,408
Petr Fiala,Civic Democratic Party,Czech Republic,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,409
Mette Frederiksen,Social Democrats,Denmark,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,410
Kaja Kallas,Reform Party,Estonia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,411
Petteri Orpo,National Coalition Party,Finland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,412
Kyriakos Mitsotakis,New Democracy,Greece,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,413
Viktor Orbán,Fidesz,Hungary,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,414
Giorgia Meloni,Brothers of Italy,Italy,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,415
Evika Siliņa,New Unity,Latvia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,416
Ingrida Šimonytė,Homeland Union,Lithuania,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,417
Xavier Bettel,Democratic Party,Luxembourg,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,418
Robert Abela,Labour Party,Malta,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,419
Mark Rutte,People's Party for Freedom and Democracy,Netherlands,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,420
Mateusz Morawiecki,Law and Justice,Poland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,421
António Costa,Socialist Party,Portugal,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,422
Marcel Ciolacu,Social Democratic Party,Romania,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,423
Pedro Sánchez,Spanish Socialist Workers' Party,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,424
Ulf Kristersson,Moderate Party,Sweden,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,425
Sergio Mattarella,Independent,Italy,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,426
Katerina Sakellaropoulou,Independent,Greece,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,427
Frank-Walter Steinmeier,Social Democratic Party,Germany,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,428
Charles Michel,Reformist Movement,Belguim,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,429
Klaus Iohannis,National Liberal Party,Romania,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,430
Santiago Abascal,VOX,Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,431
